Question,Answer
Tỷ lệ lợi nhuận cho Tài khoản NUST Waqaar - Công dân Cao tuổi là bao nhiêu?,"Thanh toán lợi nhuận: Hàng tháng. Tỷ lệ lợi nhuận: 0,19."
Giờ làm việc ngân hàng của NUST để sử dụng dịch vụ chuyển tiền kiều hối tại các Chi nhánh NUST là khi nào?,"Khách hàng có thể sử dụng dịch vụ chuyển tiền kiều hối tại các chi nhánh nội địa của NUST trong giờ làm việc thông thường:
• Thứ Hai đến Thứ Năm: 09:00 sáng đến 05:00 chiều
• Thứ Sáu: 09:00 sáng đến 05:30 chiều
• Thứ Bảy: 09:00 sáng đến 01:30 chiều (thông qua các chi nhánh được chọn)"
Tài khoản Little Champs có những tính năng gia tăng giá trị nào khác?,"• Lợi nhuận hấp dẫn trên tài khoản tiết kiệm
• Dịch vụ cảnh báo SMS cho giao dịch kỹ thuật số
• Dịch vụ ngân hàng trực tuyến
• Kế hoạch bảo hiểm giáo dục miễn phí – 5.000 Rs mỗi tháng trong 5 năm đối với tài khoản tiết kiệm & 10.000 Rs mỗi tháng trong 5 năm đối với tài khoản vãng lai trong trường hợp người giám hộ qua đời."
Tài khoản NUST Sahar thuộc loại tài khoản nào?,"Bộ sản phẩm Tiền gửi NUST Sahar bao gồm các loại sau: 1- Tài khoản Vãng lai NUST Sahar, 2- Tài khoản Tiết kiệm NUST Sahar, 3- Tiền gửi có kỳ hạn NUST Sahar, 4- Tài khoản Vãng lai Dễ dàng NUST Sahar."
Thời hạn tối đa trong PMYB & ALS là bao lâu?,Khoản vay dài hạn: Tối đa 8 năm (Thời gian ân hạn tối đa 1 năm). Khoản vay vốn lưu động: Tối đa 05 năm (Thời gian ân hạn tối đa 2 năm). Lãi suất sẽ được thu trong thời gian ân hạn.
Ngân hàng có yêu cầu vốn chủ sở hữu cho chương trình này không?,AIF 1 & AIF 2: Tối thiểu 30% (Doanh nghiệp hiện hữu) & Tối thiểu 40% (Doanh nghiệp mới). AIF 3 & AIF 4: Không yêu cầu đối với Doanh nghiệp hiện hữu & Tối thiểu 25% (Doanh nghiệp mới).
Làm thế nào để tôi có thể đăng ký vay vốn?,Bạn có thể đăng ký bằng cách đến bất kỳ Chi nhánh nào của chúng tôi hoặc gọi cho chúng tôi tại Trung tâm Dịch vụ Khách hàng 24 giờ theo số 111-000-787. Nhân viên tận tâm của chúng tôi sẽ hỗ trợ bạn hoàn thành đơn đăng ký vay và các thủ tục khác.
Tỷ lệ Mark-up hiện tại của Tài chính Nhà máy Bột mì NUST là bao nhiêu?,Tài chính Tiền mặt: KIBOR trung bình 3 tháng + 3% mỗi năm. Tài chính Hoạt động: KIBOR trung bình 3 tháng + 3.5% mỗi năm (được xem xét/điều chỉnh hàng quý).
Có danh sách chi nhánh nào tôi có thể truy cập để lấy thông tin không?,Danh sách các chi nhánh trong nước của NUST có thể được xem từ công cụ Định vị Chi nhánh có trên trang web doanh nghiệp của chúng tôi www.nustbank.com. https://NUSTbank.com/find-us/
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Các tiện ích miễn phí đi kèm với Tài khoản Kỹ thuật số Roshan là gì?,Phát hành thẻ ghi nợ miễn phí lần đầu (phí thường niên theo Biểu phí hiện hành). Dịch vụ ngân hàng trực tuyến I-Net miễn phí. Bản sao kê điện tử miễn phí.
Các tính năng miễn phí có sẵn với Tài khoản Chia sẻ Lợi nhuận và Thua lỗ (PLS) Tiết kiệm NUST là gì?,Bảng sao kê điện tử & Ngân hàng trực tuyến miễn phí. Gửi/Rút tiền mặt trực tuyến liên chi nhánh miễn phí (Trực tuyến). Chuyển khoản nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản trực tuyến). Phát hành Séc ngân hàng miễn phí. Cảnh báo SMS miễn phí về Giao dịch Kỹ thuật số.
Người Pakistan ở nước ngoài có thể sử dụng dịch vụ Thẻ tín dụng từ NUST không?,"Có. Cá nhân duy trì tài khoản FC với NUST, người nhận kiều hối/ chủ tài khoản Roshan Digital, chủ sở hữu Chứng chỉ Naya Pakistan có thể đăng ký Thẻ tín dụng NUST MasterCard trên cơ sở thế chấp. Lưu ý: Dịch vụ chỉ được cung cấp trong trường hợp có tài khoản chung FC duy trì với NUST (một người phải cư trú tại Pakistan)."
Tài khoản Số Asaan của NUST là gì?,"Tài khoản Số Asaan của NUST là một sản phẩm ngân hàng số cung cấp một nền tảng đơn giản, dễ sử dụng để khách hàng quản lý tài chính của mình một cách thuận tiện trực tuyến."
Tôi muốn tìm hiểu về việc mở tài khoản vãng lai cho mục đích kinh doanh tại Ngân hàng của Quý vị. Xin vui lòng cho tôi biết những lựa chọn mà tôi có?,"Tài khoản Doanh nghiệp NUST Value Premium phù hợp nhất cho các doanh nghiệp vừa và lớn, các công ty hợp danh và các tổ chức doanh nghiệp."
Tần suất hoàn trả phí đánh dấu trong Ask Fauri Business Finance là gì?,"AFBF-1: Hàng tháng / Hàng quý, AFBF-2: Hàng tháng / Hàng quý, AFBF-3: Trả trước, AFBF-4: Trả trước."
Tôi có thể vay nhiều hơn một khoản vay mua nhà không?,Có. Một người có thể vay hai Khoản vay Thế chấp cùng một lúc từ Ngân hàng NUST trong tỷ lệ Nợ trên Thu nhập (DBR) theo Quy định Hiện hành của Ngân hàng Nhà nước (SBP) về Tài chính Nhà ở.
Ngân hàng có chịu trách nhiệm về việc chậm trễ trong đặt chỗ hoặc giao xe không?,"Không. Ngân hàng không chịu bất kỳ trách nhiệm nào trong vấn đề này, vì điều đó nằm ngoài tầm kiểm soát của ngân hàng."
Tài khoản Số Kỹ thuật NUST Asaan thuộc loại nào? Là Tài khoản Vãng lai hay Tài khoản Tiết kiệm?,Tài khoản Số Kỹ thuật NUST Asaan là Tài khoản Vãng lai bằng đồng tiền PKR.
Hệ thống chi trả lợi nhuận cho Tài khoản Tiết kiệm NUST Sahar là gì?,"Chi trả lợi nhuận hàng tháng, tính lợi nhuận dựa trên số dư trung bình hàng tháng."
Cơ cấu pháp lý của doanh nghiệp để được hưởng Tài chính NUST Sahar là gì?,"Chủ sở hữu duy nhất, Công ty hợp danh, Công ty trách nhiệm hữu hạn tư nhân, Công ty một thành viên (SMC), Cá nhân kinh doanh (Do phụ nữ làm chủ). Đối với Công ty hợp danh/ Công ty trách nhiệm hữu hạn tư nhân, có 02 đối tác hoặc giám đốc, tối thiểu 51% cổ đông/ Giám đốc điều hành phải là nữ và người này cũng phải là người nộp đơn. Nếu có nhiều hơn 02 đối tác hoặc giám đốc, cổ đông lớn phải là phụ nữ, người này cũng phải là Giám đốc điều hành và là người nộp đơn."
Yêu cầu số dư mở tài khoản và số dư tối thiểu cho VPCA là gì?,Không yêu cầu số dư mở tài khoản. Không yêu cầu số dư trung bình tối thiểu hàng tháng. Phân bổ tủ gửi đồ (khi có sẵn) khi duy trì số dư trung bình tối thiểu hàng tháng là 50.000 Rs.
Ngân hàng NUST có đang cung cấp sản phẩm tài chính nào liên quan đến các giải pháp năng lượng tái tạo/thay thế không?,"Ngân hàng NUST đã xây dựng một sản phẩm tài chính mới với tên gọi 'Tài chính NUST Ujala' theo chương trình tái cấp vốn của Ngân hàng Nhà nước Pakistan (SBP), trong phạm vi dành cho Doanh nghiệp vừa và nhỏ (SME). Chương trình sản phẩm này được phát triển để cung cấp tài chính cho việc lắp đặt thiết bị năng lượng mặt trời như một nguồn năng lượng thay thế."
Có lợi ích nào khác khi mở Tài khoản Chuyển tiền PakWatan không?,"• Miễn thuế WHT (thuế khấu trừ tại nguồn) khi rút tiền mặt từ các khoản kiều hối nhận được từ nước ngoài. • Khách hàng cũng có thể đủ điều kiện nhận Tài chính Cá nhân, Thẻ Tín dụng và Tài chính Ô tô sau sáu tháng duy trì Tài khoản Chuyển tiền PakWatan, tùy thuộc vào các tiêu chí đủ điều kiện của ngân hàng."
Tỷ lệ lợi nhuận trên tài khoản tiết kiệm NAA là bao nhiêu?,"Tỷ lệ lợi nhuận hiện tại là 20,50% và được trả nửa năm một lần."
Thời hạn tối đa của Ask Fauri Business Finance là bao lâu?,"AFBF-1: Lên đến 1 Năm, AFBF-2: Lên đến 3 Năm, AFBF-3: Lên đến 30 Tháng, AFBF-4: Theo yêu cầu / Kỳ hạn Usance 120 ngày."
Vui lòng cho tôi biết về số dư tối thiểu hàng tháng được yêu cầu?,Không yêu cầu tiền gửi ban đầu. 25.000 Rs/- (Số dư trung bình hàng tháng).
Thị trường mục tiêu của Tài khoản Số Asaan của NUST là gì?,Tài khoản Số Asaan của NUST được thiết kế đặc biệt cho các phân khúc khách hàng không có tài khoản ngân hàng/ít sử dụng ngân hàng. Tài khoản này phù hợp nhất nhưng không giới hạn cho lực lượng lao động có tay nghề/không có tay nghề.
Có tài khoản nào mang lại lợi nhuận hấp dẫn cho khoản tiết kiệm dài hạn của tôi không?,"Có, Tài khoản NUST Maximiser được thiết kế để đáp ứng các nhu cầu ngân hàng cơ bản của bạn và mang lại lợi nhuận hấp dẫn trên khoản tiết kiệm."
Các tiện ích miễn phí đi kèm với Tài khoản Kỹ thuật số Roshan là gì?,Phát hành thẻ ghi nợ miễn phí lần đầu (phí thường niên theo Biểu phí hiện hành - SOC). Dịch vụ ngân hàng trực tuyến I-Net miễn phí. Bản sao kê điện tử miễn phí.
Phí xử lý cho NUST Mortgage Finance là bao nhiêu?,Phí xử lý sẽ được tính theo Biểu phí hiện hành của Ngân hàng (SOC).
Ngân hàng có yêu cầu vốn chủ sở hữu cho chương trình này không?,Hạng 2: 10% (Kinh doanh mới). Hạng 3: 20% (Kinh doanh mới). Kinh doanh hiện tại: Không.
Thời gian xử lý hồ sơ là bao lâu?,"Thời gian xử lý hồ sơ Thẻ tín dụng là 10 ngày làm việc kể từ khi đăng nhập cho đến khi được phê duyệt, với điều kiện hồ sơ đầy đủ và kèm theo các tài liệu cần thiết."
Có danh sách chi nhánh nào tôi có thể truy cập để lấy thông tin không?,Danh sách các chi nhánh trong nước của NUST có thể được xem từ công cụ Định vị Chi nhánh có trên trang web doanh nghiệp của chúng tôi www.nustbank.com. https://NUSTbank.com/find-us/
Có bất kỳ khoản phí phạt nào liên quan đến việc chấm dứt hợp đồng trước hạn/phạt trả trước một phần lớn (balloon payment) không?,"Phương thức Chấm dứt Trước hạn: Danh mục Chung: i. Trường hợp toàn bộ khoản vay còn nợ được thanh toán trong vòng 3 năm kể từ lần giải ngân đầu tiên: Phí 3% trên tổng số dư nợ. ii. Trường hợp toàn bộ khoản vay còn nợ được thanh toán sau 3 năm: Phí 2% trên tổng số dư nợ. Danh mục Lực lượng Vũ trang: i. Trường hợp toàn bộ khoản vay còn nợ được thanh toán trong vòng 3 năm: Phí 2% trên tổng số dư nợ. ii. Trường hợp toàn bộ khoản vay còn nợ được thanh toán sau 3 năm: Phí 1% trên tổng số dư nợ. Trả trước Một phần Lớn (Balloon Payment): Cho phép trả trước một phần lớn lên đến 20% số dư nợ mỗi năm một lần mà không bị phạt. Việc thanh toán vượt quá 20% sẽ bị tính phí 2% trên số tiền trả trước. Đối với Lực lượng Vũ trang: Cho phép trả trước một phần lớn lên đến 30% số dư nợ mỗi năm một lần mà không bị phạt. Việc thanh toán vượt quá 30% sẽ bị tính phí 1% trên số tiền trả trước. Phí chấm dứt trước hạn sẽ không áp dụng trong trường hợp cải tạo, sửa chữa."
Các khoản phí áp dụng cho Chương trình Tài chính Hunarmand của NUST là gì?,Được áp dụng theo quy định của PMYB & ALS.
Các tính năng chính của Tài khoản Vãng lai NUST Sahar Asaan là gì?,"Mở tài khoản đơn giản với mẫu đơn mở tài khoản một trang và CNIC, Phát hành sổ séc, Phát hành thẻ ghi nợ PayPak miễn phí."
Yêu cầu tiền gửi ban đầu của Tài khoản Vãng lai NUST Sahar Asaan là gì?,Chỉ 100 Rs.
Loại tài khoản của NAA là gì?,NAA có thể được mở cả dưới dạng Tài khoản Thanh toán và Tiết kiệm.
Tài khoản NUST Sahar là gì?,Tài khoản NUST Sahar là các tài khoản được thiết kế đặc biệt để cung cấp các lợi ích và dịch vụ cho khách hàng đang tìm kiếm các giải pháp ngân hàng linh hoạt dưới hình thức tài khoản tiết kiệm và tài khoản vãng lai.
NUST Home Remittance là gì?,"NUST Home Remittance là một dịch vụ do Ngân hàng NUST cung cấp, cho phép cá nhân gửi và nhận kiều hối từ nước ngoài, mang lại một phương thức an toàn và thuận tiện thông qua các kênh ngân hàng."
Người nộp đơn có thể vay tín dụng sạch tại Tài chính NUST Sahar không?,Có thể vay tối đa 0.70 triệu Rs với sự bảo lãnh của cá nhân và bên thứ ba.
Hạn mức cho vay của NUST Imarat Finance là gì?,"AIF 1: Tối thiểu 5,00 triệu Rs & Tối đa 100 triệu Rs. AIF 2: Tối thiểu 5,00 triệu Rs & Tối đa 50 triệu Rs. AIF 3: Tối đa 30 triệu Rs hoặc lên đến 30% giá trị thị trường hợp lý (FSV) của tài sản thế chấp, tùy theo giá trị nào thấp hơn. AIF 4: Tối đa 5 triệu Rs hoặc lên đến 25% giá trị thị trường hợp lý (FSV) của tài sản thế chấp, tùy theo giá trị nào thấp hơn."
Ngân hàng NUST có tham gia PMYB & ALS không?,"Ngân hàng NUST đang tích cực tham gia PMYB&ALS. Chương trình này được thiết kế đặc biệt để tạo cơ hội tự tạo việc làm cho thanh niên thất nghiệp trong nước có kỹ năng, kiến thức, kinh nghiệm hoặc mong muốn bắt đầu kinh doanh riêng với quy mô vừa và nhỏ hoặc mở rộng quy mô kinh doanh hiện có."
Ai đủ điều kiện mở tài khoản này?,"Đối tượng đủ điều kiện mở Tài khoản Số Asaan của NUST bao gồm: Lực lượng lao động có kỹ năng/không có kỹ năng, Người ít học/không biết chữ, Nông dân, Công nhân/Lao động theo ngày, Phụ nữ/Nội trợ, Cá nhân tự kinh doanh và Thanh niên."
Các dịch vụ miễn phí có sẵn tại ASDA là gì?,"Bảng sao kê điện tử & Ngân hàng trực tuyến miễn phí, Gửi/Rút tiền mặt trực tuyến miễn phí liên chi nhánh (Trực tuyến), Chuyển khoản nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản trực tuyến), Phát hành Séc ngân hàng miễn phí, Cảnh báo SMS miễn phí cho Giao dịch Kỹ thuật số."
Tôi có thể vay bao nhiêu?,"Tối đa 3 triệu Rupee từ tất cả các ngân hàng/Tổ chức Tài chính Phát triển (DFIs) tính tổng, với điều kiện không vượt quá 40% yêu cầu Gánh nặng Nợ."
Mục đích của việc cung cấp Tài chính Xay xát Bột mì NUST là gì?,"Tài chính Tiền mặt (CF): Để đáp ứng nhu cầu vốn lưu động của hoạt động kinh doanh xay xát bột mì cho việc mua sắm lúa mì theo công suất xay xát. Tài chính Hoạt động (RF): Để đáp ứng các nhu cầu vốn lưu động như vận chuyển, lương & tiền công, tiện ích và các chi phí hành chính khác, v.v. (Việc mua sắm lúa mì bằng nguồn vốn RF bị hạn chế)."
Các lợi ích miễn phí của Tài khoản Chuyển tiền Kỹ thuật số NUST Asaan là gì?,"Một số lợi ích miễn phí của Tài khoản Chuyển tiền Kỹ thuật số NUST Asaan bao gồm: Phát hành miễn phí sổ séc đầu tiên (25 tờ), Phát hành thẻ ghi nợ PayPak đầu tiên miễn phí, Giao sổ séc và thẻ ghi nợ đầu tiên miễn phí, Dịch vụ cảnh báo SMS miễn phí (Giao dịch kỹ thuật số), Sao kê điện tử & Ngân hàng trực tuyến miễn phí, Gửi/Rút tiền mặt trực tuyến liên chi nhánh miễn phí, Chuyển khoản nội bộ miễn phí trong NUST qua chi nhánh, Phát hành séc ngân hàng miễn phí và Bảo hiểm/Takaful tử vong & thương tật do tai nạn miễn phí lên tới 2,5 triệu PKR với số dư trung bình hàng tháng là 100,000 PKR."
Các khoản phí dịch vụ/tài liệu/pháp lý trong Ask Fauri Business Finance là gì?,Theo thực tế.
Tiêu chí thu nhập tối thiểu hàng tháng là gì?,"Cơ quan Chính phủ / Bán Chính phủ / Tự trị, v.v.: Biên chế, 35.000 Rs/- Hợp đồng, 45.000 Rs/-; Công ty được phê duyệt: Biên chế, 40.000 Rs/- Hợp đồng, 60.000 Rs/-; Không được phê duyệt (Tài khoản lương với NUST): 70.000 Rs/- Hợp đồng, 80.000 Rs/-."
Liên kết Cổng thông tin Web Ngân hàng NUST dành cho RDA là gì?,https://secureportal.NUSTbank.com/rda/
Tôi có thể thế chấp tài sản sở hữu để vay vốn không?,"Có, mục đích vay vốn phải phù hợp với mục đích được cơ quan quản lý quy định, bao gồm: Vay để xây dựng nhà trên lô đất ở thuộc sở hữu, Dịch vụ Chuyển khoản Dư nợ (BTF) thay thế khoản vay hiện có của khách hàng từ các ngân hàng/Tổ chức Tài chính Phát triển (DFIs) khác, Cải tạo nhà/căn hộ/chung cư/đơn vị nhà ở thuộc sở hữu, Mở rộng/Cải thiện Đơn vị Nhà ở."
Các Thông Tin Quan Trọng Khác về Kế hoạch Bảo hiểm EFU,"- Chỉ có Kế hoạch Giáo dục và Hôn nhân là Kế hoạch thời hạn hạn chế với Quyền lợi Tiếp tục (trong trường hợp tử vong, khoản thanh toán sẽ được thực hiện khi đáo hạn)
- Kế hoạch Đóng Phí Một lần có thể chấm dứt bất cứ lúc nào, trong trường hợp tử vong, Giá trị Hoàn lại hoặc Số tiền Bảo đảm, tùy theo giá trị nào cao hơn, sẽ được chi trả
- Các phương thức Thanh toán Phí Bảo hiểm Hàng năm / Nửa năm / Quý có sẵn theo sự thuận tiện của khách hàng
- Kế hoạch Tăng trưởng Mạnh là kế hoạch rủi ro cao, phụ thuộc vào hồ sơ khách hàng
- Các Khiếu nại Tử vong sẽ được EFU xử lý với điều kiện hoàn tất các tài liệu theo yêu cầu và chỉ đủ điều kiện nếu tình trạng hợp đồng là Đang hoạt động, Đang hiệu lực/Đã phục hồi"
Làm thế nào để tôi nhận được cập nhật về Đơn đăng ký Thẻ Tín dụng của mình?,Bạn cũng có thể đến thăm trực tiếp/gọi điện hoặc gửi email đến trung tâm Dịch vụ Khách hàng của chúng tôi. Địa chỉ email: CustomerServices@NUSTbank.com.pk.
Thị trường mục tiêu là gì?,Các cá nhân điều hành doanh nghiệp dịch vụ tự do.
Có tài khoản nào mang lại lợi nhuận hấp dẫn cho khoản tiết kiệm dài hạn của tôi không?,"Có, Tài khoản NUST Maximiser được thiết kế để đáp ứng các nhu cầu ngân hàng cơ bản của bạn và mang lại lợi nhuận hấp dẫn trên khoản tiết kiệm."
Thời hạn tối đa của Tài chính NUST Sahar là bao lâu?,Tài chính Ngắn hạn/Vốn lưu động: Tối đa 3 năm không có thời gian ân hạn. Tài chính Dài hạn: Tối đa 5 năm (bao gồm thời gian ân hạn lên đến 6 tháng). Lãi suất sẽ được thu trong thời gian ân hạn.
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Việc khai báo mục đích gửi tiền đến Pakistan có quan trọng không?,"Có, việc cung cấp mục đích gửi tiền đến Pakistan là bắt buộc."
Thời gian xử lý hồ sơ là bao lâu?,"Thời gian xử lý của Mortgage Finance là 30 ngày kể từ khi đăng nhập cho đến khi được chấp thuận, với điều kiện hồ sơ đầy đủ và kèm theo các tài liệu cần thiết."
Ngân hàng NUST có cung cấp Tài khoản Ngân hàng Kỹ thuật số cho Freelancer không?,"Tài khoản Kỹ thuật số NUST Freelancer được thiết kế dành riêng cho Freelancer, giúp họ có thể nhận thanh toán trực tiếp vào tài khoản ngân hàng và đồng thời tận hưởng các dịch vụ ngân hàng phong cách sống khác."
Có phí thanh toán trễ không?,"Phí 1.000 Rs cho mỗi đợt thanh toán. Trong trường hợp trả trễ, lãi suất thương mại sẽ được áp dụng trên số tiền gốc còn nợ."
Loại tài khoản của Tài khoản Số Asaan NUST là gì? Là tài khoản Vãng lai hay Tiết kiệm?,Tài khoản Số Asaan NUST là một Tài khoản Vãng lai bằng đồng tiền PKR.
"Tôi muốn mở tài khoản cùng con trai, ngân hàng có sản phẩm nào dành cho trẻ em không?","Có, sản phẩm của chúng tôi là Tài Khoản Little Champs. Tài khoản này được thiết kế đặc biệt dành cho trẻ vị thành niên (dưới 18 tuổi). Trẻ em cần sự hỗ trợ của cha mẹ hoặc người giám hộ hợp pháp để mở tài khoản này và sử dụng các tiện ích đi kèm. Little Champs sẽ được nhận Thẻ Ghi nợ và sổ séc, miễn phí cho lần đầu tiên."
Tôi có thể nhận kiều hối tại Pakistan nếu không có tài khoản ngân hàng ở bất kỳ ngân hàng nào không?,Bạn có thể nhận kiều hối từ bất kỳ chi nhánh nào trong số 600+ chi nhánh trong nước của NUST trên toàn quốc nếu bạn có CNIC hợp lệ và Mã số tham chiếu giao dịch duy nhất / Mã pin.
Các khoản phí dịch vụ/tài liệu/pháp lý tại NUST Rice Finance là bao nhiêu?,Theo thực tế.
Tôi sẽ nhận tiền kiều hối bằng loại tiền tệ nào?,Tất cả các khoản thanh toán kiều hối trong nước đều được giải ngân bằng Rupee Pakistan.
Ngân hàng NUST có cung cấp tài khoản nào cho Người Pakistan không định cư (NRP) không?,"Có, Tài khoản Kỹ thuật số Roshan. Được thiết kế đặc biệt cho các cá nhân Người Pakistan không định cư (NRP) muốn thực hiện các hoạt động ngân hàng, thanh toán và đầu tư tại Pakistan."
Tôi muốn tìm hiểu về việc mở tài khoản vãng lai cho cá nhân tại Ngân hàng của Quý vị. Xin vui lòng cho tôi biết các lựa chọn mà tôi có?,Tài khoản Vãng lai NUST Value Plus được thiết kế đặc biệt cho cá nhân để đáp ứng các nhu cầu tài chính của họ.
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Ngân hàng của bạn có cung cấp tài khoản Tiền gửi Thanh toán không?,Tài khoản Tiền gửi Thanh toán được thiết kế đặc biệt cho những khách hàng có nhu cầu giao dịch ngân hàng thường xuyên và không cần hưởng Lợi nhuận.
"Tài khoản Little Champs là loại tài khoản gì, tiết kiệm hay tài khoản vãng lai?",Tài khoản này được cung cấp ở cả hai loại: tài khoản vãng lai và tài khoản tiết kiệm.
Tần suất hoàn trả phí đánh dấu trong Ask Fauri Business Finance là gì?,"AFBF-1: Hàng tháng / Hàng quý, AFBF-2: Hàng tháng / Hàng quý, AFBF-3: Trả trước, AFBF-4: Trả trước."
Phí xử lý cho Đơn đăng ký Tài chính Nhà máy Bột mì NUST là bao nhiêu?,"Phí xử lý sẽ được tính @ 0,15% tổng hạn mức đã xử lý/được phê duyệt hoặc 25.000 Rs, tùy theo mức nào cao hơn."
Thời hạn tối đa của Tài chính NUST Imarat là bao lâu?,AIF 1: Tối đa 10 năm (Thời gian ân hạn lên đến 6 tháng). AIF 2: Tối đa 10 năm (Thời gian ân hạn lên đến 9 tháng). AIF 3: Tối đa 8 năm (Thời gian ân hạn lên đến 6 tháng). AIF 4: Tối đa 3 năm (Thời gian ân hạn lên đến 3 tháng). (Lãi suất sẽ được thu trong thời gian ân hạn).
Người nộp đơn có thể vay tín dụng sạch tại Tài chính NUST Sahar không?,Có thể vay tối đa 0.70 triệu Rs với sự bảo lãnh của cá nhân và bên thứ ba.
Yêu cầu tiền gửi ban đầu của Tài khoản Vãng lai NUST Sahar Asaan là gì?,Chỉ 100 Rs.
Có thể sử dụng dịch vụ Thẻ tín dụng ở khu vực nào của đất nước?,Thẻ tín dụng có thể được sử dụng ở tất cả các thành phố / khu vực mà không có sự phân biệt.
Cần giấy tờ tùy thân nào để mở Tài khoản NUST Waqaar?,"Bản sao của một trong các giấy tờ tùy thân hợp lệ sau: Thẻ Căn cước (CNIC) do NADRA cấp, Thẻ Căn cước cho Người Pakistan ở nước ngoài (NICOP) do NADRA cấp, Thẻ Nguồn gốc Pakistan (POC) do NADRA cấp, Hộ chiếu có thị thực hợp lệ hoặc bất kỳ bằng chứng nào khác về việc lưu trú hợp pháp (chỉ dành cho cá nhân là người nước ngoài)."
Sản phẩm này có sẵn ở hai biến thể:,· Tài khoản Tiết kiệm NUST Maximiser · Tiền gửi Có kỳ hạn NUST Maximiser
Hình thức trả nợ là gì?,"Thanh toán Khoản trả góp Hàng tháng Cố định (EMI) bao gồm tiền gốc, phí đánh dấu và chi phí bảo hiểm, v.v. sẽ được thực hiện thông qua Ủy quyền Ghi nợ Trực tiếp (DDA) từ tài khoản của người vay được duy trì tại NUST."
Loại Tài khoản của Tài khoản Kỹ thuật số NUST Freelancer là gì? Là Tài khoản Vãng lai hay Tài khoản Tiết kiệm?,"Tài khoản Kỹ thuật số NUST Freelancer cung cấp Tài khoản Vãng lai bằng PKR và FCY (USD, GBP, EUR, AED)."
Tài trợ Lúa gạo NUST được cung cấp cho những mục đích nào?,"Tài trợ Tiền mặt (CF) Để đáp ứng nhu cầu vốn lưu động của các nhà máy xay xát lúa gạo cho việc thu mua lúa theo công suất xay xát. Tài trợ Linh hoạt (RF) Để đáp ứng nhu cầu vốn lưu động của các nhà máy xay xát lúa gạo như: vận chuyển, lương & tiền công, tiện ích và các chi phí hành chính khác, v.v. (Việc thu mua lúa bằng nguồn vốn RF bị hạn chế)."
Có yêu cầu về doanh số tài khoản cho Tài chính Lúa gạo NUST không?,Tối thiểu 50% doanh số của người nộp đơn phải được chứng minh thông qua doanh số tài khoản tại ngân hàng.
Ngân hàng NUST có tài khoản chuyển tiền chuyên biệt theo hướng dẫn của SBP không?,"Có, NUST có một tài khoản chuyển tiền có tên là Tài khoản Chuyển tiền Pak Wattan."
Lãi suất tiết kiệm của tài khoản NAA là bao nhiêu?,"Lãi suất hiện tại là 20,50% và được trả bán niên."
Ngân hàng NUST có tham gia PMYB & ALS không?,"Ngân hàng NUST đang tích cực tham gia PMYB&ALS. Chương trình này được thiết kế đặc biệt để tạo cơ hội tự tạo việc làm cho thanh niên thất nghiệp trong nước có kỹ năng, kiến thức, kinh nghiệm hoặc mong muốn bắt đầu kinh doanh riêng với quy mô nhỏ đến trung bình hoặc mở rộng quy mô kinh doanh hiện có."
Các loại phương tiện nào được cung cấp theo Tài chính Ô tô NUST?,• Xe lắp ráp/sản xuất trong nước. • Xe mới/Xe đã qua sử dụng. • Xe thương mại hoặc xe sử dụng cho mục đích thương mại không được tài trợ.
Ngân hàng NUST có cung cấp dịch vụ tài trợ thời vụ nào không?,Sản phẩm tài chính thời vụ 'Tài trợ Nhà máy Bột mì NUST' đã được thiết kế để cung cấp vốn nhanh chóng theo hình thức cho vay theo chương trình. Sản phẩm này được tạo ra để đáp ứng nhu cầu vốn lưu động cho các nhà máy bột mì. Tài trợ Nhà máy Bột mì NUST phục vụ nhu cầu tài chính thời vụ cho việc mua sắm lúa mì và các chi phí quản lý khác của nhà máy. Phạm vi của sản phẩm nhắm đến các nhà máy bột mì thuộc danh mục doanh nghiệp vừa và nhỏ (SME).
Thuế Zakat và WHT có áp dụng cho Tài khoản Kỹ thuật số Roshan không?,Thuế Zakat và WHT trên lợi nhuận không áp dụng cho tài khoản RDA.
Có điều kiện nào liên quan đến việc duy trì tài khoản ngân hàng để được sử dụng Tài chính NUST Imarat không?,Bảng sao kê tài khoản ngân hàng tối thiểu 1 năm với NUST hoặc Bảng sao kê ngân hàng tối thiểu 2 năm với bất kỳ ngân hàng nào khác.
Việc khai báo mục đích gửi tiền đến Pakistan có quan trọng không?,"Có, việc cung cấp mục đích gửi tiền đến Pakistan là bắt buộc."
Hạn mức cho vay của Quỹ Tài chính NUST Hunarmand là gì?,"Bậc 2: Trên 0,5 triệu Rupee và lên đến 1,5 triệu Rupee. Bậc 3: Trên 1,5 triệu Rupee và lên đến 7,5 triệu Rupee."
Phí định giá/BOQ là gì?,Tính theo thực tế.
Tôi có thể mua hợp đồng Bancassurance từ tài khoản của mình tại Ngân hàng NUST không?,"Có, mọi khách hàng đủ 18 tuổi và có tài khoản tại Ngân hàng NUST đều đủ điều kiện mua hợp đồng Bancassurance từ tài khoản của họ."
