,instruction,input,output
4141,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is your bank offering Profit & Loss account?,"Yes, Profit & Loss Sharing Account is specially designed to meet the transactional and savings need of customers."
4142,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the account type of NAA?,NAA can be opened both in Current & Savings.
4143,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Please tell me about the minimum Monthly balance required?,"No initial deposit requirement. Rs. 25,000/- (Monthly Average Balance)."
4144,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How many Jubilee Life Insurance Plans are available?,"• Jubilee Life Savings and Protection Plan - Lifetime Protection and Saving Plan
• Jubilee Life Education Plan - Limited Time Plan (Continuation Benefits)
• Jubilee Life Marriage Plan - Limited Time Plan (Continuation Benefits)
• Jubilee Life Retirement Plan - Saving & Protection"
4145,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the current Mark-up rate of NUST Flour Mill Finance?,Cash Finance: 3 Months average KIBOR + 3% p.a. Running Finance: 3 Months average KIBOR + 3.5% p.a. (Reviewed/revised on quarterly basis).
4146,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any condition related to bank account maintenance for availing NUST Imarat Finance?,Minimum 1 year bank account statement with NUST or Minimum 2 years bank statement with any other bank.
4147,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the minimum monthly income criterion?,"Salaried (Approved Company): Category A Company - PKR 40,000 (Permanent) & PKR 60,000 (Company / 3rd Party Contractual), Category B & C Company - PKR 50,000 (Permanent) & PKR 60,000 (Company / 3rd Party Contractual). Salaried (Non-approved Company): PKR 70,000 (Permanent) & PKR 80,000 (Company Contractual). Salaried (GOP): Serving - PKR 35,000 (Permanent, BPS-5 & above) & PKR 45,000 (Contractual), Retired - PKR 40,000 subject to pension with NUST. Armed Forces, Allied Concerns & Civilians in GHQ/NHQ/AHQ: Serving - PKR 25,000 (Commissioned Officers / JCOs & Lower Cadre), Retired - PKR 40,000 (Commissioned Officers) and Rs. 15,000 (JCOs & Lower Cadre subject to pension with NUST). SPD & its allied concerns - PKR 25,000 (Permanent & Contractual). Civilians in GHQ/NHQ/AHQ - PKR 25,000 (Permanent) and PKR 35,000 (Contractual). Fauji Foundation & its Allied Concerns: PKR 25,000 (Permanent & Contractual). SEB/SEP: PKR 100,000 (Branch Customers), PKR 150,000 (Non-Branch Customers)."
4148,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I avail income tax rebate on House Financing?,"Yes, one can claim tax rebate against its House Finance mark-up paid during the year, or as per prevailing Tax laws of the country."
4149,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the insurance charges?,At actual.
4150,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the NUST Freelancer Digital Account?,"NUST Freelancer Digital Account is a tailored account for freelancers, offering a convenient digital banking solution that helps manage payments, savings, and expenses efficiently."
4151,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the maximum tenure in PMYB & ALS?,Long Term Loan: Maximum 8 Years (Maximum 1 Year Grace Period). Working Capital Loan: Maximum 05 Years (Maximum 2 Year Grace Period). Markup will be recovered during grace period.
4152,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How will I get update of my Credit Card Application?,You can visit/ call or send email at our Customer Services centre(s) as well. Services centre(s) as well. Email Address: CustomerServices@NUSTbank.com.pk.
4153,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the maximum tenure of NUST Flour Mill Finance?,Maximum 1 year as per clean-up corridors.
4154,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the free facilities NUST is offering on NUST Sahar Current Account?,"First Cheque Book, First Debit Card Issuance, 50% Discount on first year Locker Rental (subject to locker availability), Bankers Cheque Issuance, Inter Branch Online Cash Withdrawal/Deposit (Online), Internal Fund Transfer within NUST via branch (Online Transfer), SMS Alerts on all banking Transactions, I-Net and Mobile Banking, E-statement Facility and much more. Subsequent Charges/Annual Fees would be as per prevailing Schedule of Charges."
4155,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any minimum age to avail financing in NUST Rice Finance?,"Minimum 20 years (in case of sole proprietorship), Maximum 65 years at the time of application. This criteria is not applicable if business concern is a partnership or limited company. This age can be relaxed in case of effective succession planning is available."
4156,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for NUST Bachat Account?,Profit Payment: Monthly. Profit Rate: 0.19.
4157,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Target Market?,Individuals running a freelance service business.
4158,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the processing charges for NUST Ujala Finance Application?,SE/ME/Vendor/Supplier: Rs. 6000/- or @0.5% of loan whichever is higher. Domestic Borrower: Rs. 5000/-. NUST Employees: No Processing Fee.
4159,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the main Features of NUST Maximiser Term Deposit?," - Tenure: 1, 2, 3 & 5 Years. - Minimum investment: Rs. 100,000. - Roll-over option available. - Attractive profit payments on monthly basis."
4160,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the minimum and maximum financing amount?,"The minimum financing amount is Rs. 500,000. The maximum financing limit will be up to Rs.100,000,000/- subject to 50% Debt Burden Ratio(DBR) as per SBP PRs for Housing Finance."
4161,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Any Account turnover requirement for NUST Flour Mill Finance?,Minimum 50% of applicant’s sales to be documented through account turnover with bank(s).
4162,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any business age requirement?,Existing Business: Minimum 3 years operating history of business.
4163,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What happens if I fail to fulfil your payment obligations?,"In case of overdue / default, recovery department of NUST will contact you, your loan related details will be reported to Credit Bureau. Late payment and cheque return charges may also be applicable as per prevailing schedule of charges. Legal proceeding may also be initiated by the Bank."
4164,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate offered on this account and when is credited?,"Profit payment on monthly basis based on monthly average balance. Profit Rate: 0.19, credited monthly."
4165,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the free services associated with PakWatan Remittance account?,Free services include: First Cheque Book of 25 Leaves (For Current Account only). NUST Visa Debit Card Issuance (annual and replacement fee would apply). Bankers Cheque Issuance. Inter Branch Online Cash Withdrawal/Deposit (Online). Internal Fund Transfer within NUST via branch (Online Transfer). Internet Banking. SMS on digital transactions. E-statements.
4166,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any Insurance Coverage for this account?,"• ATM Cash Withdrawal Insurance coverage up to daily cash withdrawal limit of the debit card from NUST Bank ATMs. • 24 hours world-wide ‘Accidental Death & Permanent Disability’ insurance coverage to Debit Card holders. Rs. 500,000/- and Rs. 700,000/- for Classic and Gold Debit Cards respectively. • 24 hours world-wide ‘Accidental Death & Permanent Disability’ insurance coverage. The sum insured per account holder shall be equivalent to four times of the average balance completed in the last six months – maximum up to Rs. 2.5 million."
4167,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for Short Notice Deposit Receipt (SNDR)?,Tenor: 7 Days. Payout: Maturity. Profit Rate: 0.165.
4168,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Target Market?,The target market for NUST Asaan Digital Remittance Account includes individuals - beneficiaries (families) of Pakistanis working abroad.
4169,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for Roshan Digital Account?,Profit Payment: Monthly. Profit Rate: 0.19.
4170,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the Loan Limits of NUST Hunarmand Finance?,Tier 2: Above Rs. 0.5M and up to Rs. 1.5M. Tier 3: Above Rs. 1.5M and up to Rs. 7.5M.
4171,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering any financing specifically for women owned small and medium enterprises?,The Product 'NUST Sahar Finance' is based on Refinance and Credit Guarantee Scheme for Women Entrepreneurs. The objective of this product is to provide financing facilities to women owned enterprises to meet credit needs of their businesses.
4172,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any taxes applicable on this account?,Zakat and taxes are applicable as per law.
4173,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How will I get update of my Credit Card Application?,You can visit/ call or send email at our Customer Services centre(s) as well. Services centre(s) as well. Email Address: CustomerServices@NUSTbank.com.pk.
4174,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering a simple Digital Banking Account?,"Yes, NUST Asaan Digital Account is being offered."
4175,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering any financing against liquid security?,"NUST Fauri Business Finance has been introduced to provide a swift package to meet financial business needs of new to bank obligors. It is offered to meet short, medium, and long-term requirements of businesses and is available to SMEs & Commercial for all eligible sectors as per NUST credit policy manual."
4176,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for Little Champs Account?,Profit Payment: Semi-Annually. Profit Rate: 0.19.
4177,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the age criteria for applying NUST Personal Finance?,"Minimum: Salaried: 21 years (18 years for Armed Forces), SEB/SEP: 23 years, Prime Customers: 25 years. Maximum: Permanent: 60 years, Contractual: 65 years, Pensioners: 65 years (70 Years for Armed Forces), SEB/SEP: 65 years at the time of loan Maturity."
4178,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the current Mark-up rate of NUST Flour Mill Finance?,Cash Finance: 3 Months average KIBOR + 3% p.a. Running Finance: 3 Months average KIBOR + 3.5% p.a. (reviewed/revised on a quarterly basis).
4179,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the service/documentation/legal charges in NUST Flour Mill Finance?,At actual.
4180,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the opening and minimum balance requirement in NAA?,Account can be opened with Rs.100/ and there is No minimum balance requirement.
4181,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is NUST Life Bancassurance Policy?,"NUST Life Bancassurance Policy is an insurance product offered through NUST Bank, providing life insurance coverage to individuals in partnership with insurance providers."
4182,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for NUST Special Deposit Account (ASDA)?,Profit Payment: Monthly/Semi-Annually. Profit Rate: 0.19.
4183,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering any financing specifically for women owned small and medium enterprises?,The Product 'NUST Sahar Finance' is based on Refinance and Credit Guarantee Scheme for Women Entrepreneurs. The objective of this product is to provide financing facilities to women owned enterprises to meet credit needs of their businesses.
4184,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any transaction limits in NUST Asaan Digital Remittance Account?,"Yes, the following transaction limits apply for NUST Asaan Digital Remittance Account: Maximum Credit Balance Limit is PKR 3,000,000, Cash Withdrawal Limit is PKR 500,000 per day, Fund Transfer Limit is PKR 500,000 per day, and Local Credit Limit is PKR 1,000,000 per day."
4185,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",How can I apply for loan?,You can apply by visiting any of our Branches or by calling us at 24 hours Contact Centre at 111-000-787. Our dedicated staff will help you to complete your loan application and other formalities.
4186,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit payment system for NUST Sahar Savings Account?,"Monthly Profit Payment, Profit calculation on Monthly Average Balance."
4187,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the maximum tenure of NUST Imarat Finance?,AIF 1: Maximum 10 years (Grace Period up to 6 months). AIF 2: Maximum 10 years (Grace Period up to 9 months). AIF 3: Maximum 8 years (Grace Period up to 6 months). AIF 4: Maximum 3 years (Grace Period up to 3 months). (Markup to be recovered during the grace period).
4188,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any late payment charges?,"Late payment charges PKR 1,000/- plus FED will be charged after the 30th day of installment overdue."
4189,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the insurance charges?,At actual.
4190,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is Jubilee Life Bancassurance Policy?,"Jubilee Life Bancassurance Policy is a life insurance product offered by NUST Bank in partnership with Jubilee Life Insurance Company, providing a range of life insurance plans."
4191,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",I would like to inquire about opening a current account for Individuals with your Bank. Please tell me what options I have?,NUST Value Plus Current Account is specially designed for individuals to cater their financial needs.
4192,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the age criteria for applying NUST Personal Finance?,"Minimum: Salaried: 21 years (18 years for Armed Forces), SEB/SEP: 23 years, Prime Customers: 25 years. Maximum: Permanent: 60 years, Contractual: 65 years, Pensioners: 65 years (70 Years for Armed Forces), SEB/SEP: 65 years at the time of loan Maturity."
4193,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",In how many days the loan can be approved in Ask Fauri Business Finance?,Turnaround time (TAT) for disposal of the approval is fixed to 03 days from the date of pre-approval completion of documents.
4194,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the minimum and maximum financing amount?,"The minimum financing amount is Rs. 500,000. The maximum financing limit will be up to Rs.100,000,000/- subject to 50% Debt Burden Ratio(DBR) as per SBP PRs for Housing Finance."
4195,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I avail Auto loan facility if I am not a Salaried Person/Businessman/Professional?,"Yes. The individual with foreign remittance, supported by Bank statement and remittance receipts can avail Auto Loan Facility."
4196,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Can I pay my loan before maturity?,"Yes. You can pay your loan before maturity. However, charges shall be applicable as per prevailing SOC."
4197,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the markup repayment frequency in Ask Fauri Business Finance?,"AFBF-1: Monthly / Quarterly, AFBF-2: Monthly / Quarterly, AFBF-3: Upfront, AFBF-4: Upfront."
4198,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the profit rate for PLS Savings Account?,Profit Payment: Semi-Annually. Profit Rate: 0.19.
4199,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Does NUST Bank offer a Digital Banking Account for Freelancers?,"NUST Freelancer Digital Account is exclusively designed for Freelancers, so that they can receive their payments directly in a bank account and enjoy other lifestyle banking services as well."
4200,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the current Mark-up rate of NUST Flour Mill Finance?,Cash Finance: 3 Months average KIBOR + 3% p.a. Running Finance: 3 Months average KIBOR + 3.5% p.a. (Reviewed/revised on quarterly basis).
4201,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any minimum age to avail financing in NUST Rice Finance?,"Minimum 20 years (in case of sole proprietorship), Maximum 65 years at the time of application. This criteria is not applicable if business concern is a partnership or limited company. This age can be relaxed in case of effective succession planning is available."
4202,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",For which purposes PMYB & ALS is being offered?,• To start new business • To expand existing business
4203,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Account type of NUST Asaan Digital Account? is it Current or Saving?,NUST Asaan Digital account is a Current Account in PKR currency.
4204,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any condition related to bank account maintenance for availing NUST Imarat Finance?,Minimum 1 year bank account statement with NUST or Minimum 2 years bank statement with any other bank.
4205,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are Local Credits allowed in PakWatan Remittance Account?,Local credits are also allowed in PakWatan Remittance Account.
4206,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Loan Amount that can be availed under NUST Ujala Finance?,i. Small Enterprise – upto Rs. 15 M ii. Medium Enterprise – upto Rs. 25M iii. Domestic users – from Rs. 0.5M to Rs. 3.0M iv. NUST employees: upto Rs. 3.00M v. Vendors/Suppliers: From Rs. 5M to 25 Million – (Single Vendor)
4207,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the NUST Bank Web Portal Link for RDA?,https://secureportal.NUSTbank.com/rda/
4208,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",For which purposes NUST Hunarmand Finance is being offered?,• To start a new business • To expand an existing business.
4209,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Nature of loans allowed in PMYB & ALS?,• Long term / Development Loans • Working capital / Production Loans
4210,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Nature of loan allowed in NUST Hunarmand Finance?,• Long term / Development Loans • Working capital / Production Loans.
4211,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the service/documentation/legal charges in NUST Rice Finance?,At actual.
4212,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the service/documentation/legal charges in PMYB & ALS?,At actual
4213,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the main features of these NUST Life Insurance Plans?,"• 14 Days Free Look Period starts from the day customer receives Policy Documents. • Direct Investment system growth Plans (NUST Life directly invests funds in Universal Life Mutual fund). • NUST Bank acts only as a Corporate Sales Agent. It’s an Insurance plan, not to be considered as a Bank Account or Term Deposit with annual Fixed Returns. • In case of early termination, only the Cash Value of the policy will be payable to the customer. • Cancellation of policy and full refund option is available if policy documents are returned during Free Lookup Period (14 days of receipt of documents). • Cash Values of the policy may differ from the tentative returns provided on the illustration document (the illustration document is only for information)."
4214,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Loan Amount that can be availed under NUST Ujala Finance?,i. Small Enterprise – upto Rs. 15 M ii. Medium Enterprise – upto Rs. 25M iii. Domestic users – from Rs. 0.5M to Rs. 3.0M iv. NUST employees: upto Rs. 3.00M v. Vendors/Suppliers: From Rs. 5M to 25 Million – (Single Vendor)
4215,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the service/documentation/legal charges in Ask Fauri Business Finance?,At actual.
4216,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Any Account turnover requirement for NUST Flour Mill Finance?,Minimum 50% of applicant’s sales to be documented through account turnover with bank(s).
4217,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the current Mark-up rate of NUST Rice Finance?,"Cash Finance: 3 Months KIBOR + Up to 3.00% p.a, Running Finance: 3 Months KIBOR + Up to 3.50% p.a (reviewed/revised on quarterly basis)."
4218,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the age criteria for applying NUST Personal Finance?,"Minimum: Salaried: 21 years (18 years for Armed Forces), SEB/SEP: 23 years, Prime Customers: 25 years. Maximum: Permanent: 60 years, Contractual: 65 years, Pensioners: 65 years (70 Years for Armed Forces), SEB/SEP: 65 years at the time of loan Maturity."
4219,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the NUST Freelancer Digital Account?,"NUST Freelancer Digital Account is a tailored account for freelancers, offering a convenient digital banking solution that helps manage payments, savings, and expenses efficiently."
4220,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is NUST Bank offering a simple Digital Banking Account?,"Yes, NUST Asaan Digital Account is being offered."
4221,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",For which purposes NUST Ujala Finance is being offered?,"SME, NUST Employees and Domestic: Energy generation for own use or for supply to the distribution company / NEPRA. Vendors/Suppliers: Onward leasing of renewable energy equipment / deferred payment sales / rental basis or sale of electricity to ultimate users."
4222,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What identity documents are required to open NUST Waqaar Account?,"A photocopy of any one of the following valid identity documents: National Identity Card (CNIC) issued by NADRA, National Identity Card for Overseas Pakistani (NICOP) issued by NADRA, Pakistan Origin Card (POC) issued by NADRA, Passport with valid visa or any other proof of legal stay (foreign national individuals only)."
4223,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Does your bank offer any account for senior citizens?,"NUST Waqaar Account has been developed for senior citizens, enabling them to carry out their banking transactions and also to avail investment opportunities."
4224,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the NUST Bank Web Portal Link for RDA?,https://secureportal.NUSTbank.com/rda/
4225,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is RDA Digital Customer Onboarding?,"RDA Digital Customer Onboarding is an innovative service by NUST Bank that allows customers to open and manage their accounts digitally, providing a seamless experience without the need for physical visits."
4226,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the main features of these Jubilee Life Insurance Plans?,"- 14 Days Free Look Period starts from the day the customer receives Policy Documents.
- Unit Link growth system (JLI allocates Mutual fund units to customer, policy growth depends on the unit rate growth, just like share market).
- NUST Bank is only acting as a Corporate Sales Agent, it’s an insurance plan not to be considered as any account or term deposit with fixed annual returns.
- In case of early termination, only Cash Value of policy will be payable to the customer (current market rate of Mutual funds units will be reimbursed).
- Cancellation of policy and full refund option is available if policy documents are returned during the Free Look Period (14 days from receipt of documents).
- Cash Values of policy may differ from the tentative returns provided on the illustration document (the illustration document is only for information)."
4227,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any minimum age to avail financing in PMYB & ALS and any mandatory qualification/experience required?,"All Pakistanis aged between 21 and 45 are eligible to apply, however for IT/E-Commerce related businesses, the lower age limit will be 18 years (at least matriculation or equivalent education will be required)."
4228,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the insurance charges?,At actual.
4229,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there a Monthly Transaction Limit (Debit and Credit Limit) in NUST Asaan Digital Account?,"Yes, there is a Monthly Transaction Limit in NUST Asaan Digital Account. The Maximum Credit Balance Limit is PKR 1,000,000/- and the Monthly Debit Limit is also PKR 1,000,000/-."
4230,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Are there any charges/fee for NUST's Home Remittance Service?,NUST Home Remittance Service is free of charge.
4231,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the minimum and maximum financing amount?,"The minimum financing amount is Rs. 50,000 (Rs. 35,000 for retired JCOs & Lower Cadre - Subject to pension with NUST). Maximum finance up to Rs. 3,000,000 (For non-prime customers) and up to Rs. 4,000,000 (For prime customers). The maximum financing limit will be up to 40% Debt Burden Ratio and as per SBP PR."
4232,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Account type of NUST Freelancer Digital Account? Is it Current or Saving?,"NUST Freelancer Digital Account offers Current Account in PKR & FCY (USD, GBP, EUR, AED)."
4233,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Is there any account NUST Bank is offering for remittance purposes?,"Yes, PakWatan Remittance Account. Through the PakWatan Remittance Account, beneficiaries can quickly and securely receive remittances from their loved one living abroad directly into their bank account without visiting the branch."
4234,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the principal repayment frequency in Ask Fauri Business Finance?,"AFBF-1: At Maturity, AFBF-2: Monthly / Quarterly, AFBF-3: Upon expiry / redemption, AFBF-4: Upon retirement."
4235,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the Target Market?,"HNW Individuals (either singly or jointly), Proprietorship Concerns, Partnership Firms, Public and Private Limited Companies, Government Organizations, Corporations, Clubs, Societies, Associations, NGOs."
4236,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What are the processing charges for NUST Sahar Finance Application?,Up to Rs. 0.70 Million: Rs. 2000/- (Non refundable). Above Rs. 0.70 and upto Rs. 5 Million: Rs. 3000/- (Non refundable).
4237,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What conversion rates will be applied on remittance?,The same conversion rates will be applied at the time of sending the remittance. Affiliated bank or Exchange Company confirms the Conversion rates to the sender at the time of sending the remittance.
4238,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",For which purposes PMYB & ALS is being offered?,• To start new business • To expand existing business
4239,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the applicant legal structure of business in order to avail NUST Sahar Finance?,"Sole Proprietor, Partnership Firm, Private Limited Company, Single Member Company (SMC), Business Individuals (Women Owned). In Partnership firm/ Private Limited Company, having 02 partners or directors, minimum 51% shareholder/ CEO should be a female who should also be the applicant. If there are more than 02 partners or directors, major shareholder should be a woman, who should also be CEO and applicant."
4240,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",Does the bank offer option of Term Deposits with this account?,"Yes, Option to book exclusive NUST Sahar Term Deposits from NUST Sahar Current Account at attractive rates is available."
4241,"You are an expert bank customer service bot for NUST Bank. Provide accurate, helpful, and concise answers to customer questions and queries",What is the maximum tenure of Ask Fauri Business Finance?,"AFBF-1: Up to 1 Year, AFBF-2: Up to 3 Years, AFBF-3: Up to 30 Months, AFBF-4: At Sight / Usance period 120 days."
